ds,y,google_trend,hash_rate,dxy_close,gold_close,fed_close,btc_volume,btc_address,btc_miners,btc_eth_corr,sp500_value
2024-01-10 00:00:00,10.733270489692723,0.7014563106796118,-1.1341646030719852,-0.8154730789336117,-1.276253498418875,0.0,1.3674591448640543,0.6172397585087168,-0.1862817653838861,-0.5018348623853209,-1.112747795924091
2024-01-10 01:00:00,10.734858536620203,0.6941747572815533,-1.090471566831738,-0.8165708311552521,-1.275661523030241,0.0,1.3746747401983708,0.6383514229507065,-0.17628914336657006,-0.5037206931702344,-1.11294431237913
2024-01-10 02:00:00,10.735767999635115,0.6868932038834951,-1.0467785305914907,-0.8176685833768925,-1.2750695476416074,0.0,1.3818903355326877,0.6594630873926962,-0.16629652134925413,-0.5056065239551477,-1.113140828834169
2024-01-10 03:00:00,10.738939092961074,0.6796116504854368,-1.003085494351243,-0.8187663355985383,-1.2744775722529735,0.0,1.3891059308670042,0.6805747518346859,-0.1563038993319381,-0.507492354740061,-1.113337345289208
2024-01-10 04:00:00,10.735548054624832,0.6723300970873787,-0.9593924581109958,-0.8198640878201786,-1.2738855968643397,0.0,1.3963215262013207,0.7016864162766756,-0.14631127731462207,-0.5093781855249745,-1.113533861744247
2024-01-10 05:00:00,10.735874582682769,0.6650485436893204,-0.9156994218707486,-0.820961840041819,-1.2732936214757067,0.0,1.4035371215356376,0.7227980807186654,-0.13631865529730613,-0.5112640163098878,-1.113730378199286
2024-01-10 06:00:00,10.736527101747964,0.6577669902912622,-0.8720063856305009,-0.8220595922634595,-1.2727016460870728,0.0,1.410752716869954,0.743909745160655,-0.1263260332799901,-0.5131498470948012,-1.113926894654325
2024-01-10 07:00:00,10.73112148172269,0.650485436893204,-0.8283133493902537,-0.8231573444850998,-1.272109670698439,0.0,1.4179683122042706,0.7650214096026448,-0.11633341126267406,-0.5150356778797146,-1.114123411109364
2024-01-10 08:00:00,10.721723020307282,0.6432038834951455,-0.7846203131500065,-0.8242550967067402,-1.2715176953098053,0.0,1.4251839075385875,0.7861330740446344,-0.10634078924535813,-0.5169215086646279,-1.114319927564403
2024-01-10 09:00:00,10.729009019030784,0.6359223300970873,-0.7409272769097592,-0.8253528489283807,-1.2709257199211714,0.0,1.432399502872904,0.8072447384866241,-0.09634816722804208,-0.5188073394495414,-1.114516444019442
2024-01-10 10:00:00,10.726170654445108,0.6286407766990291,-0.697234240669512,-0.8264506011500264,-1.2703337445325376,0.0,1.4396150982072204,0.8283564029286138,-0.08635554521072615,-0.5206931702344547,-1.114712960474481
2024-01-10 11:00:00,10.725816774741402,0.6213592233009709,-0.6535412044292648,-0.8275483533716669,-1.269741769143904,0.0,1.4468306935415374,0.8494680673706035,-0.07636292319341002,-0.522579001019368,-1.11490947692952
2024-01-10 12:00:00,10.707069279061988,0.6140776699029127,-0.6098481681890175,-0.8286461055933072,-1.2691497937552707,0.0,1.4540462888758539,0.8705797318125932,-0.06637030117609409,-0.5244648318042815,-1.1151059933845604
2024-01-10 13:00:00,10.717036780589375,0.6067961165048544,-0.5661551319487694,-0.8297438578149476,-1.2685578183666368,0.0,1.4612618842101703,0.8916913962545829,-0.05637767915877815,-0.5263506625891944,-1.1153025098395994
2024-01-10 14:00:00,10.711836662784757,0.5995145631067963,-0.5224620957085222,-0.8308416100365881,-1.2679658429780032,0.0,1.4684774795444873,0.9128030606965726,-0.04638505714146201,-0.5282364933741078,-1.1154990262946383
2024-01-10 15:00:00,10.726486865536211,0.5922330097087377,-0.478769059468275,-0.8319393622582338,-1.2673738675893693,0.0,1.4756930748788037,0.9339147251385623,-0.036392435124146076,-0.5301223241590212,-1.1156955427496773
2024-01-10 16:00:00,10.721307314567998,0.5849514563106796,-0.4350760232280278,-0.8330371144798742,-1.2667818922007354,0.0,1.4829086702131202,0.955026389580552,-0.026399813106830143,-0.5320081549439345,-1.1158920592047163
2024-01-10 17:00:00,10.745095470143411,0.5776699029126213,-0.39138298698778057,-0.8341348667015146,-1.2661899168121018,0.0,1.4901242655474372,0.9761380540225417,-0.016407191089514005,-0.5338939857288479,-1.1160885756597554
2024-01-10 18:00:00,10.747795160858287,0.5703883495145631,-0.34768995074753334,-0.835232618923155,-1.265597941423468,0.0,1.4973398608817536,0.9972497184645314,-0.0064145690721980715,-0.5357798165137613,-1.1162850921147944
2024-01-10 19:00:00,10.746974876327311,0.5631067961165049,-0.3039969145072861,-0.8363303711447955,-1.265005966034834,0.0,1.50455545621607,1.018361382906521,0.003578052945117863,-0.5376656472986747,-1.1164816085698335
2024-01-10 20:00:00,10.739153740836397,0.5558252427184467,-0.260303878267038,-0.8374281233664358,-1.2644139906462002,0.0,1.511771051550387,1.0394730473485108,0.013570674962434002,-0.539551478083588,-1.1166781250248723
2024-01-10 21:00:00,10.735222072852116,0.5485436893203886,-0.21661084202679076,-0.8385258755880762,-1.2638220152575672,0.0,1.5189866468847033,1.0605847117905005,0.023563296979749935,-0.5414373088685014,-1.1168746414799113
2024-01-10 22:00:00,10.755830308866333,0.54126213592233,-0.17291780578654353,-0.839623627809722,-1.2632300398689333,0.0,1.5262022422190198,1.0816963762324903,0.03355591899706587,-0.5433231396534148,-1.1170711579349504
2024-01-10 23:00:00,10.750513733164585,0.5339805825242717,-0.1292247695462963,-0.8407213800313624,-1.2626380644802997,0.0,1.5334178375533367,1.10280804067448,0.043548541014382006,-0.5452089704383282,-1.1172676743899894
2024-01-11 00:00:00,10.750857053214247,0.5266990291262136,-0.08553173330604909,-0.8418191322530029,-1.2620460890916658,0.0,1.5406334328876532,1.1239197051164695,0.05354116303169794,-0.5470948012232416,-1.1174641908450285
2024-01-11 01:00:00,10.747356827751004,0.5194174757281553,-0.09099336283608042,-0.8400940930475679,-1.2594421547062682,0.0,1.5358863376249279,1.0994729971543487,0.05313125615745301,-0.5507135575942917,-1.1172444107597972
2024-01-11 02:00:00,10.748475604511441,0.5121359223300972,-0.0964549923661109,-0.8383690538421277,-1.2568382203208706,0.0,1.5311392423622026,1.0750262891922286,0.05272134928320788,-0.5543323139653414,-1.1170246306745673
2024-01-11 03:00:00,10.747254042109509,0.5048543689320389,-0.10191662189614137,-0.8366440146366927,-1.2542342859354738,0.0,1.5263921470994772,1.0505795812301078,0.05231144240896295,-0.5579510703363916,-1.1168048505893373
2024-01-11 04:00:00,10.745054953731564,0.49757281553398075,-0.1073782514261727,-0.8349189754312578,-1.2516303515500762,0.0,1.521645051836752,1.0261328732679869,0.051901535534718025,-0.5615698267074413,-1.116585070504106
2024-01-11 05:00:00,10.737917257929963,0.4902912621359222,-0.11283988095620404,-0.8331939362258228,-1.2490264171646785,0.0,1.5168979565740266,1.0016861653058668,0.05149162866047289,-0.5651885830784914,-1.1163652904188748
2024-01-11 06:00:00,10.73437942479723,0.4830097087378643,-0.11830151048623451,-0.8314688970203826,-1.2464224827792811,0.0,1.5121508613113013,0.977239457343746,0.05108172178622796,-0.5688073394495411,-1.1161455103336448
2024-01-11 07:00:00,10.738598597287176,0.4757281553398058,-0.12376314001626498,-0.8297438578149476,-1.2438185483938835,0.0,1.507403766048576,0.9527927493816251,0.05067181491198303,-0.5724260958205912,-1.115925730248415
2024-01-11 08:00:00,10.742400356388892,0.4684466019417476,-0.1292247695462963,-0.8280188186095128,-1.2412146140084865,0.0,1.5026566707858506,0.928346041419505,0.0502619080377379,-0.5760448521916414,-1.1157059501631836
2024-01-11 09:00:00,10.74117048010367,0.4611650485436894,-0.13468639907632765,-0.8262937794040724,-1.2386106796230891,0.0,1.4979095755231253,0.9038993334573842,0.04985200116349297,-0.5796636085626911,-1.1154861700779524
2024-01-11 10:00:00,10.754917791445346,0.45388349514563087,-0.1401480286063581,-0.8245687401986376,-1.2360067452376915,0.0,1.4931624802604,0.8794526254952633,0.04944209428924804,-0.5832823649337412,-1.1152663899927224
2024-01-11 11:00:00,10.759178662281354,0.44660194174757295,-0.1456096581363886,-0.8228437009932026,-1.2334028108522939,0.0,1.488415384997675,0.8550059175331433,0.049032187415002905,-0.5869011213047909,-1.1150466099074925
2024-01-11 12:00:00,10.767424006325902,0.4393203883495144,-0.15107128766641992,-0.8211186617877677,-1.2307988764668971,0.0,1.4836682897349496,0.8305592095710224,0.04862228054075798,-0.590519877675841,-1.1148268298222612
2024-01-11 13:00:00,10.764798202164737,0.43203883495145623,-0.15653291719645127,-0.8193936225823274,-1.2281949420814995,0.0,1.4789211944722243,0.8061125016089015,0.04821237366651305,-0.5941386340468912,-1.11460704973703
2024-01-11 14:00:00,10.790786453410163,0.42475728155339804,-0.16199454672648173,-0.8176685833768925,-1.2255910076961019,0.0,1.474174099209499,0.7816657936467815,0.04780246679226792,-0.5977573904179408,-1.1143872696518
